sentence,label
"I'll be with you at your sheep-shearing too: if Imake not this cheat bring out another and theshearers prove sheep, let me be unrolled and my nameput in the book of virtue!Jog on, jog on, the foot-path way,And merrily hent the stile-a:A merry heart goes all the day,Your sad tires in a mile-a",1
Church says it will picket singer Dio's memorial service,0
The Shed cafe responded by barring her and labelling comments 'b******s'Online argument has since gone viral - with two teams of support,0
"140 people, then aged between 7 and 19, told officers they were attacked",0
"HENRY BOLINGBROKE:Good aunt, stand up",1
"POLIXENES:Sir, that's to-morrow",1
"KING RICHARD III:O Ratcliff, I fear, I fear,--RATCLIFF:Nay, good my lord, be not afraid of shadows",1
"My conscience hath a thousand several tongues,And every tongue brings in a several tale,And every tale condemns me for a villain",1
"Beshrew thee, cousin, which didst lead me forthOf that sweet way I was in to despair!What say you now? what comfort have we now?By heaven, I'll hate him everlastinglyThat bids me be of comfort any more",1
Alleged victim tells court she was molested during Top of the Pops,0
"HERMIONE:Take the boy to you: he so troubles me,'Tis past enduring",1
New UN resolution 'a grave political provocation' says NK foreign ministry,0
Jason Collins met with the parents of Matthew Shepard on Thursday night in Denver,0
Calum Chambers has played 35 times already for Arsenal this season,0
"POMPEY:No, indeed, sir, not of a pin; you are therein inthe right: but to the point",1
Other healthcare workers could be at risk - exact number is unknown as investigation into 'breach in protocol' continues,0
"Harry, how fares your uncle?HENRY PERCY:I had thought, my lord, to have learn'd his health of you",1
"Octavia said 'no touching, no coming around the table to take a photo'She would not engage - fans had to tell assistant their name, she wrote it on a sticky and handed it to actress",0
Accountant had gone for a dip at beach despite warnings,0
A clip of the drama was uploaded to social media and watched by thousands,0
"PETRUCHIO:Katharina, I charge thee, tell these headstrong womenWhat duty they do owe their lords and husbands",1
Julian Green gave the USA hope when he made it 2-1 but the Belgians held on to set up a last-eight tie against Argentina,0
Army launched strikes in retaliation for Pakistan Taliban attack on airport,0
Gasps can be heard from the pair as the mammals approached them,0
Klitschko ready to travel to England to take on Fury,0
"KING EDWARD IV:Why, then thou shalt not have thy husband's lands",1
The Trans Alaska pipline is about 800 miles long,0
A man has been caught surfing on a couch while being towed by a car,0
Williams took a hiatus from top-rated Nightly News after it emerged he falsely claimed he was in a helicopter hit by a grenade while in Iraq in 2003,0
"Nurse:JULIET:I come, anon",1
No Andy Carroll in side and new signing Mauro Zarate lasts just 33 minutes,0
ESCALUS:He's in the right,1
Visit seen as major diplomatic push to bring stability to country,0
"Go, then my mother, to thy daughter goMake bold her bashful years with your experience;Prepare her ears to hear a wooer's talePut in her tender heart the aspiring flameOf golden sovereignty; acquaint the princessWith the sweet silent hours of marriage joysAnd when this arm of mine hath chastisedThe petty rebel, dull-brain'd Buckingham,Bound with triumphant garlands will I comeAnd lead thy daughter to a conqueror's bed;To whom I will retail my conquest won,And she shall be sole victress, Caesar's Caesar",1
"LUCENTIO:It is: may it be done?TRANIO:Not possible; for who shall bear your part,And be in Padua here Vincentio's son,Keep house and ply his book, welcome his friends,Visit his countrymen and banquet them?LUCENTIO:Basta; content thee, for I have it full",1
"SLY:Marry, I will, let them play it",1
"Flushing the loo without putting the seat down causes a 'sneeze effect'This sprays the bacteria over the cubicle, including on the paper and seat",0
Ikram Hussain angry at court decision to fine him over £400 for absence,0
Is it not too far gone? 'Tis time to part them,1
"F-Type 'Project 7' comes with 186mph top speed and £140,000 price-tag",0
"Why, then, O brawling love! O loving hate!O any thing, of nothing first create!O heavy lightness! serious vanity!Mis-shapen chaos of well-seeming forms!Feather of lead, bright smoke, cold fire,sick health!Still-waking sleep, that is not what it is!This love feel I, that feel no love in this",1
"KING RICHARD III:Fly to the duke:Post thou to SalisburyWhen thou comest thither--Dull, unmindful villain,Why stand'st thou still, and go'st not to the duke?CATESBY:First, mighty sovereign, let me know your mind,What from your grace I shall deliver to him",1
"BAPTISTA:Gentlemen, importune me no farther,For how I firmly am resolved you know;That is, not bestow my youngest daughterBefore I have a husband for the elder:If either of you both love Katharina,Because I know you well and love you well,Leave shall you have to court her at your pleasure",1
Man killed not identified but believed to be in his teens,0
"CLEOMENES:Good madam,--PAULINA:I have done",1
WARNING: Graphic images as 27 believed dead and 42 wounded,0
"GRUMIO:Nay, 'tis no matter, sir, what he 'leges in Latin",1
"An earlier version of this article stated that Athos Poma had claimed the work of other composers, namely Tom Jones's Sex Bomb, Paul McCartney's My Love, Liar by Queen, All I need by Radiohead and People are Strange by The Doors",0
"ANGELO:Yet give leave, my lord,That we may bring you something on the way",1
She attends full-time even though she could stay at home,0
"Christie up for re-election this year, considered possible 2016 presidential contender",0
"Now, Licio, to you:Good masters, take it not unkindly, pray,That I have been thus pleasant with you both",1
"KING HENRY VI:I am content: Richard Plantagenet,Enjoy the kingdom after my decease",1
"PETRUCHIO:Should be! should--buzz!KATHARINA:Well ta'en, and like a buzzard",1
"Plus, icon meets acclaimed shoe designer Christian Louboutin in his Paris atelier",0
"Friar, advise him;I leave him to your hand",1
The mother raised her concern with Dr Neville Davis after fearing her son may have had Aspergers Syndrome,0
Critics fear space programme will be used  develop nuclear weapons,0
"He swore consent to your succession,His oath enrolled in the parliament;And now to London all the crew are gone,To frustrate both his oath and what besideMay make against the house of Lancaster",1
Pemberton said she was 'shocked' when she was contacted by organisers,0
'Tis time to speak; my pains are quite forgot,1
Swiss No,0
"The Henry Ford Museum in Dearborn, Michigan, has had chair for 85 years",0
SICINIUS:Be-mock the modest moon,1
"Heart disease is the leading cause of death for men and women, but it's preventable",0
"POLIXENES:As thou lovest me, Camillo, wipe not out the rest ofthy services by leaving me now: the need I have ofthee thine own goodness hath made; better not tohave had thee than thus to want thee: thou, havingmade me businesses which none without thee cansufficiently manage, must either stay to executethem thyself or take away with thee the veryservices thou hast done; which if I have not enoughconsidered, as too much I cannot, to be morethankful to thee shall be my study, and my profittherein the heaping friendships",1
"He acted in several movies, including ""Daylight"" and ""Rocky V"" with his father",0
And doctors told his mother they didn't think he was going to survive,0
"GLOUCESTER:And to that end we wish'd your lord-ship here,To avoid the carping censures of the world",1
A war of words has broken out between Republicans and Democrats after Rudy Giuliani said this week that the president doesn't love America,0
"FLORIZEL:Come, come, he must not",1
Marsiglia's family put a sign outside their home to welcome him back,0
DUKE VINCENTIO:It lies much in your holding up,1
"Most mighty prince, my Lord Northumberland,What says King Bolingbroke? will his majestyGive Richard leave to live till Richard die?You make a leg, and Bolingbroke says ay",1
"""France"" beats ""Jordan"" on penalty kicks in the final",0
Inspectors appeal for help in tracing other dog that may need help,0
2 per cent of promoted teams survive in their first season,0
"GRUMIO:Knock you here, sir! why, sir, what am I, sir, thatI should knock you here, sir?PETRUCHIO:Villain, I say, knock me at this gateAnd rap me well, or I'll knock your knave's pate",1
Scandal also came up in November Vanity Fair story,0
"DUKE VINCENTIO:Hath he born himself penitently in prison? howseems he to be touched?Provost:A man that apprehends death no more dreadfully butas a drunken sleep; careless, reckless, and fearlessof what's past, present, or to come; insensible ofmortality, and desperately mortal",1
